amfi_code,requested_scheme,api_scheme_name,date,nav,source_url,fetched_at
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-06-02,193.1295,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-06-01,192.3195,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-31,193.6836,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-29,193.6848,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-27,195.0501,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-26,194.2258,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-25,193.5599,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-22,192.1227,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-21,191.7575,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-20,189.8661,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-19,189.5553,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-18,187.9126,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-15,190.2405,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-14,189.9345,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-13,190.464,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-12,190.6152,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-11,195.586,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-08,196.8821,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-07,197.4753,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-06,196.0036,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-05,194.5618,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-05-04,195.4469,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-30,193.4131,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-29,194.1523,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-28,193.4843,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-27,193.8317,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-24,191.0425,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-23,193.0317,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-22,194.1928,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-21,192.6397,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-20,191.0583,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-17,190.5242,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-16,188.3316,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-15,187.2786,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-13,184.3491,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-10,184.6967,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-09,181.2455,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-08,180.5783,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-07,174.8342,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-06,174.9151,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-02,173.8471,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-04-01,173.782,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-31,169.3706,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-30,169.3708,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-27,172.4739,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-25,175.4211,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-24,172.0049,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-23,169.1091,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-20,174.6205,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-19,173.9004,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-18,177.4908,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-17,174.0628,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-16,173.8198,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-13,173.9754,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-12,177.9888,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-11,178.3891,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-10,178.8419,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-09,175.7742,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-06,178.9784,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-05,179.3239,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-04,177.9961,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-03-02,181.3175,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-28,184.7579,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-27,184.7581,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-26,186.095,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-25,186.0488,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-24,186.208,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-23,187.5721,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-20,186.2228,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-19,186.6666,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-18,188.2128,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-17,187.6437,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-16,185.8471,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-13,187.236,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-12,189.6029,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-11,189.7464,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-10,189.019,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-09,188.469,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-06,184.627,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-05,185.6949,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-04,186.7774,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-03,186.7009,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-02-02,180.5424,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-01-31,183.301,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-01-30,183.3021,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-01-29,179.9408,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-01-28,181.0873,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-01-27,179.5515,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
125497,HDFC Top 100 Direct,SBI Small Cap Fund - Direct Plan - Growth,2026-01-23,179.8035,https://api.mfapi.in/mf/125497,2026-06-03T23:37:53
