amfi_code,requested_scheme,api_scheme_name,date,nav,source_url,fetched_at
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-06-02,104.7663,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-06-01,104.7025,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-29,104.657,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-27,104.5833,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-26,104.5269,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-25,104.5215,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-22,104.3467,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-21,104.285,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-20,104.3826,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-19,104.4216,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-18,104.3791,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-15,104.5968,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
119551,SBI Bluechip,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,2026-05-14,104.7318,https://api.mfapi.in/mf/119551,2026-06-03T23:37:54
