amfi_code,requested_scheme,api_scheme_name,date,nav,source_url,fetched_at
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-06-02,97.4783,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-06-01,97.1944,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-29,98.4656,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-27,99.8092,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-26,99.4356,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-25,99.8047,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-22,98.7497,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-21,98.3781,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-20,98.3933,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-19,98.1289,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-18,97.9372,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-15,98.0059,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-14,98.0606,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-13,97.169,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-12,97.1846,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-11,99.2007,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-08,100.4981,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-07,101.2917,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-06,101.1725,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-05,99.9072,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-05-04,100.0932,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-30,99.5502,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-29,100.3928,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-28,99.9782,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-27,100.6093,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-24,99.76,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-23,100.8016,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-22,101.5803,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-21,101.9645,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-20,100.9566,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-17,100.7903,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
118632,Nippon Large Cap,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,2026-04-16,99.9263,https://api.mfapi.in/mf/118632,2026-06-03T23:37:55
