amfi_code,requested_scheme,api_scheme_name,date,nav,source_url,fetched_at
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-06-02,103.5959,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-06-01,103.0948,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-31,104.3083,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-29,104.3129,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-27,105.9296,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-26,105.5115,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-25,105.9217,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-22,104.7708,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-21,104.4915,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-20,104.6046,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-19,104.2767,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-18,104.1556,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-15,104.2918,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-14,104.5531,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-13,103.396,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-12,103.3384,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-11,105.6066,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-08,107.15,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-07,107.6729,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-06,107.3354,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-05,105.8387,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-05-04,105.7449,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-04-30,105.2845,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-04-29,106.0698,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-04-28,105.6212,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
120503,ICICI Bluechip,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,2026-04-27,106.0528,https://api.mfapi.in/mf/120503,2026-06-03T23:37:54
